id,SalePrice
1050,116458.09711435653
1095,195785.44749207437
2709,142801.88488757898
758,156346.6382135526
1496,151600.0739141387
2370,133645.21073727083
2458,278127.0258336677
2733,136828.1862757542
161,292004.9202230545
726,141833.5833896917
845,217569.38542649845
947,259042.05957549045
2232,114269.3298227654
2563,150700.18534648983
2299,150788.29396703132
211,105057.998886953
605,171671.55970255786
1478,198037.1724072138
2247,288014.3295602007
2274,200359.25773527427
2869,199346.58779261255
967,219226.80931438413
2656,100418.16201547626
667,244620.73122947584
1042,123533.89432728472
2023,156321.52919240517
2447,430057.51363893325
2055,125590.72914754681
2275,263331.11746781284
2204,153665.80492642336
1563,276171.605270745
483,221357.16677357937
796,139771.88566446552
1526,142129.88093570224
2042,163840.54748195183
442,368405.9020177958
1693,298963.7012997558
1468,223750.28263374692
1430,170566.78572914907
2605,178103.40673149773
1529,177679.1585663499
335,135222.574828569
1287,124417.47687968831
31,110495.51323584934
1785,306612.0616848152
82,156023.8228256092
2620,131536.15918798803
252,179630.60609922517
721,77250.05628876024
2165,176221.3140215268
2316,172882.76777104486
775,135981.97140725542
1558,106705.33562824815
17,216225.06263674167
1022,253787.47604760842
925,111420.42666213051
438,275947.76118249627
1270,153821.31188032107
1272,128512.35248338114
215,144396.37376754804
266,224750.33288877772
2402,267087.57829034043
1250,143873.0175601507
1984,117031.98714287629
1279,144799.32974007662
377,256361.2203582378
1252,137849.00168324122
2156,288904.38362954254
499,352462.0779726446
1374,118455.10756492456
2898,270798.8995647564
401,118566.14611193309
2721,158986.8688248014
2078,223961.329948243
2589,120917.84656805418
1946,217097.1597682599
1334,115222.81707895725
2781,226098.40540291782
431,437380.1797084784
576,213938.00238790747
1474,216982.517323203
2254,142489.6010521056
2155,297078.34328616445
885,104047.91521296912
643,137947.1396098834
1944,119320.24669998203
480,188748.4867562821
2845,97202.62361236669
2387,306389.7509612096
2407,196618.08905935395
2527,169657.5212600877
2514,151322.26571440656
629,161703.68868820628
80,208945.24131684488
1876,141265.53308505839
1546,120382.46949215516
2518,180181.03147260207
2347,164292.9242834245
783,178081.95372205207
1322,76832.55167007275
194,87884.70331135418
1770,310239.526950228
2143,133932.95188261228
1229,194853.15359742858
511,300201.4633640043
46,213242.27160588943
1348,174236.26317777735
2465,189917.78823090956
387,231467.78663665085
873,227810.75150495453
1918,135293.53222307144
2764,246235.07570613985
2184,118218.03383588915
934,147632.618765417
1920,137473.1757910484
2631,150638.90511356725
1768,768009.9443894238
2040,108533.62010415073
1749,211042.87494421107
834,232413.73017138935
1457,246184.37931423055
79,131401.0107559959
2302,123509.41766786916
1817,137288.68318308896
2755,238250.7392140005
359,167006.44026301592
2059,113565.25630043603
2092,258449.25255967732
2516,233042.0601128655
150,121936.12063917861
1656,150788.15400290524
83,108060.23860789882
2411,174486.59959834785
795,91996.12511167604
2312,228366.98767911922
2917,106001.07294950938
1624,187628.20953757782
2215,291349.53035617346
1211,159097.3917806184
1485,148238.93726751645
1024,165610.05484486665
570,198885.08865977792
2874,141755.965208565
700,155522.52048256563
2756,213999.78532381798
2022,177023.9147011405
583,226152.3569569704
2392,368395.83751560637
2424,196318.9696561346
212,130153.20909229697
736,115127.6010013831
1610,172659.3466679117
890,122597.84338366968
467,163251.10389378262
578,263047.0109702637
1747,182808.9900721764
1149,170814.9618924374
2758,266540.47011161357
857,130425.36252339957
2219,278678.14148354565
733,111318.6414403703
2909,123156.62587986443
1798,258427.9150072936
235,109236.73173023287
2366,138775.32890665572
1027,134354.4472137119
1195,130256.62059497504
1303,66837.28965016815
148,178733.70617737825
608,160005.98579328696
2515,187263.13238021036
821,258516.7830701389
2500,280627.338244849
745,106077.57205705214
741,135389.19781533038
1611,128412.73243306926
2532,127482.5135792875
1081,235994.66909168774
1692,484868.2010742536
2520,192669.22917429707
276,127143.16996738399
1992,118894.93657971671
663,75799.58574052194
418,144899.1030450881
1733,175037.205937543
2359,157174.21214032383
253,187907.32542370152
1518,157370.1022082186
2035,140625.08110222872
2919,97485.51697329328
1540,208181.24847849106
2120,148392.1989083107
1674,177629.76998782938
256,145794.27660163993
2361,102226.75065814066
978,102820.44341383179
2280,136673.10214504992
2095,230608.96785158938
1709,337650.0537760411
2801,236447.06495451907
1246,107199.81872448705
2373,114601.58136643877
1055,288917.3521663471
2017,123183.19612388806
1099,282640.5298174332
1344,93226.59443376657
835,170365.13528483958
1117,205438.96953124917
2043,94873.15675899308
2085,133079.81960864476
410,160134.24698703864
2650,121570.09545946072
2867,153312.39561863482
1668,124471.7563422131
1161,168152.55220892167
2122,172154.65773595357
2539,144516.9016657332
1047,151318.84548713063
1445,122621.50467901825
541,125035.9475557034
569,217124.25445531926
1276,123579.87299085366
918,129303.45357823995
326,152185.26461845508
1936,113004.65945006663
895,106205.70502349775
257,148244.38932354137
1241,185327.7395195716
1545,117505.58501595804
1189,178930.3301244872
270,147741.11643480524
2066,197475.34750292328
693,107866.99239528168
1259,152842.13053986698
2916,135788.49151166875
2321,277756.814316913
1977,122075.79055780143
1895,146307.06759683398
1240,160013.74079876574
85,150064.46145297636
1823,135685.28881387564
825,303299.119622158
110,229006.69338258915
697,110255.82400832795
2297,119425.74087435115
1231,138217.93320879867
1355,133332.8009638817
968,375737.93114541244
584,219874.38709479335
1315,114786.49314858031
1606,143469.03468709177
206,121017.22587039121
1685,364773.06280920276
2016,121453.87347810005
869,213198.4823014699
2135,131994.94893306342
2346,175292.7597513166
2430,237647.85749404435
2198,95857.70810306173
2652,132266.75024770165
27,124445.51387892189
241,156900.5557959528
906,131861.98782859015
1506,98891.86417112505
2098,387518.2889005328
1435,218246.56590928746
2213,116803.45035551766
1274,147580.35699639242
743,76383.16405210042
1737,191454.3110864733
2797,290526.9295794137
2185,90710.69630571836
58,167000.56183478225
830,205142.50286898582
808,136163.3328352775
680,149763.109232894
1153,132920.30703822707
1291,136905.3457560537
1818,172209.10899983117
2161,183134.56473168283
1883,123302.75555045898
350,386900.9163790867
2473,138889.04010990594
295,175789.01145795343
293,183522.13747721718
859,122661.51481885723
288,78876.71357019563
1578,136547.7240551635
102,171816.42265568755
2831,182308.57690572308
1030,162800.01892739307
2551,140385.7255497504
1286,127367.97090664739
958,297592.1233856012
776,134373.0206127761
72,227899.87114260404
2263,241593.4862103844
1866,160754.74218414712
2876,82702.90956664324
2146,269986.43168759765
103,186443.92772883008
1500,151982.25281611521
492,168483.10171446935
167,140965.841443625
2597,116212.76882384162
2685,108795.65508567594
1035,150035.76573551964
1220,78835.44540473816
2602,149037.3556652371
2159,208909.46908620288
695,167922.79509694318
1109,267169.6053595296
640,191000.4803856965
1652,153508.347987077
2090,176360.28881553753
1188,185283.28943476727
2345,232294.30636635935
1059,422515.97765494254
2751,235246.91131957964
128,223586.41512282845
1523,168663.42942133627
2925,164334.1171704454
2145,341197.42597155477
1121,215386.17321064568
566,305129.228084237
565,217140.3495543836
1331,138307.50130089387
2928,121783.82344662247
156,128696.20288327333
797,141704.6857596507
327,109734.68371563172
2859,138962.3834618727
1453,123273.05787899505
1762,379019.1017227203
1868,190388.20751263376
1760,167974.55226316728
1113,245042.74144707745
1812,195813.94822248246
117,163026.55116372774
1142,212159.74540299497
2342,394890.05363824
927,125053.69289470036
2478,182696.18951649134
655,87717.02778594296
2064,118338.54935204412
369,242370.64966187012
2239,119328.40501139488
2732,206787.81197493288
1653,165968.05519474728
959,192462.92756252622
2395,326117.19339965633
1412,125113.30712886414
271,250080.59906014433
1484,147636.86304071464
1497,148025.6079690485
552,167391.7857575001
2,130936.38311807113
1855,348179.5739418093
4,284218.6608623973
2292,152792.20898503836
134,133655.76564992766
646,111900.79266902819
42,292705.40958354034
532,233167.70212563066
713,96358.97045848612
2561,143467.10469682465
2360,125040.05651509741
1333,124945.72469651072
1407,176447.53783985417
2892,294880.41128287464
574,235875.51568311598
1227,177919.0470101194
2591,226528.59318468443
1476,225540.11312387994
1125,262320.16428648
1446,135329.69336128776
408,121765.85256659397
1101,296833.0801431252
2251,186433.2769433203
373,197453.03648107965
2554,114156.04299343847
2382,263265.7283684764
1985,90337.34437675285
519,231161.10525198444
1093,175809.59964403798
864,260476.00284826773
2889,159546.54965893863
2308,211821.51347024375
986,153131.03813476377
1302,151597.85071540737
585,159159.01997599413
2708,145799.38050407113
147,145689.9362655952
1441,231021.1083022645
383,161488.43827277626
285,146943.16679087936
181,117990.64531704123
358,178026.58278287554
780,163596.61061809704
258,192210.0902781011
1865,237715.11845895136
692,131516.40797470987
2902,338290.471720798
508,270377.307994919
2638,141518.15945774107
36,157509.8385438391
611,173496.06417874168
2281,128350.80532017059
1678,128230.86000808605
1696,522265.3114865283
1557,84845.55784459389
2180,154518.26045386874
1726,212199.0887140766
951,145299.1663677089
267,229670.11530418435
2706,133579.8466355392
2221,206120.23313254968
1357,166387.32165560208
2901,316617.8574355255
347,177328.36421171154
2164,198226.62922588218
1586,312469.43936752813
360,150043.6697089586
1769,242680.16652873857
2617,157489.21888664796
1879,156172.7986377383
991,213531.5084277742
1535,120029.02307844715
1191,153304.38856675688
1579,197378.0329231597
1882,135819.53909072102
1510,121391.91752477124
2196,170350.2439840561
1845,173129.06742036447
2336,363899.4202235376
942,103591.31120865681
861,124219.00836737729
2555,111986.66946703117
1392,159885.02069810004
2099,262733.5280649312
1543,137067.812755757
948,286849.15787228144
1239,164981.55578467785
22,178684.24934918145
2796,269379.26403807173
2747,200231.3504086331
92,301818.97763545683
210,165403.78094625886
1858,214776.7570545771
2228,178274.52769616013
447,220502.6629784315
827,262078.2187262307
1649,214614.0316388613
682,139056.2735978517
2698,126906.28530593756
494,162986.81314952445
214,107877.98545307976
2441,247177.856141522
2679,119911.25627202034
1336,106880.57762958569
465,175650.66624442808
1524,135078.36929992805
2543,128356.63935638554
631,149130.68915460087
2452,322675.5219911441
228,152099.54154061907
126,181846.8792619669
1092,217159.74393905207
1122,197727.02757158675
932,207261.57436339877
1980,84839.89017906907
2171,117366.5278248684
551,154953.92352488585
2768,178022.08253063523
2056,118530.43028984086
1159,389367.7934426393
2645,138794.90184150808
1174,183929.61550189965
2266,224630.03808466328
2462,415135.27414614434
1219,131706.77392601754
2922,204678.91688953183
118,147797.90747849067
474,172719.0225663466
2576,160150.30359004892
872,297672.3756354159
1077,213918.98819416616
1536,140800.65965642774
1150,119478.11465947678
2341,313595.8959097387
1931,128321.5714549376
2785,128172.68561017641
2538,137123.18446176796
597,222654.02146187075
464,202057.39425104356
233,232486.03376526994
2169,135588.21222156705
2123,159454.29335195513
1867,174348.19696886177
137,259976.06476990774
515,219257.7554370123
933,129899.02203447385
2784,169609.8425646813
972,168699.38935192855
599,158548.62945214976
2614,123355.7344744572
2582,147403.02014712978
1409,150751.02889054324
175,103235.45567735971
352,208595.29803803522
976,102953.66315379416
2134,195683.61665037804
984,119878.34899422052
2396,335174.6526678983
1673,143560.79357468965
404,145101.7266349876
607,146965.9731835164
814,167533.57611072136
868,200274.3418609282
2271,192809.60762459115
1633,249825.3592028716
337,187032.97587467614
2765,168303.49154935824
1746,249667.80878047488
368,311486.26986512286
2806,224205.54869460227
1662,195921.40387780877
1234,212035.3456083712
1373,131300.60242289552
1672,120131.73574746263
1939,131046.52569139941
